RSOCFO,FAMILLE,SOUS FAM,NARTAR,LARTAR,NBPCVL,PVTCPJ,STOCK,QTE EN CDE,GPV HH (30),GPV SU PL (130),GPV SU DJIBI (235),GPV HU (302),ASTEN HCP (230),QTE,ARTICLE
CTM,840,102,100424092,PYJCORSAIRE MC BFCITRONPCO HT UNI C,18,12200,0,0,,,,,,,
CTM,840,102,100424094,LIQUET MC UNI ET NUISET BFCOSTUMLI,18,9200,0,0,,,,,,,
CTM,840,102,100424099,LIQUET MC RAY TISSE BFPOISSONLI UNI,18,11900,0,0,,,,,,,
CTM,840,102,100424100,PYJCORSAIRE MC BFPOISSONPCO HT RAY,18,12900,0,0,,,,,,,
CTM,870,103,100424103,LIQUET SM IMP EFPLAYALSM COL TUNISI,18,10500,0,0,,,,,,,
CTM,870,103,100424104,PYJ LEGGING MC HT UNI EFPLAYAPL COT,18,15990,0,0,,,,,,,
CTM,870,103,100424105,PYJSHORT SM HT UNI EFCACTUSPSH IMP,18,11500,0,0,,,,,,,
CTM,870,102,100424107,LIQUET MC UNI EFBURGERLI COL RD IMP,18,9990,0,0,,,,,,,
CTM,840,102,100424108,PYJ LG ML HT UNI BGRACOONPY COL RD,18,10900,0,0,,,,,,,
CTM,840,102,100424110,PYJSHORT MC HT UNI BGWARRIORPSH1 IM,18,9590,0,0,,,,,,,
CTM,840,102,100424114,PYJSHORT MC HT UNI BGCRABEPSH2 IMP,18,10500,0,0,,,,,,,
CTM,840,102,100424115,PYJSHORT MC HT UNI BGSOMBREROPSH IM,18,9990,0,0,,,,,,,
CTM,870,103,100424133,PYJSHORT MC HT UNI EGSHARKYPSH2 CTM,18,12900,0,0,,,,,,,
CTM,870,103,100424134,PYJSHORT MC HT UNI EGHARLEMPSH1 IMP,18,12500,0,0,,,,,,,
CTM,870,103,100424136,PYJSHORT SM HT UNI EGCHILLPDE COL R,18,12500,0,0,,,,,,,
CTM,870,103,100424137,PYJSHORT MC RAGLAN EGGOODSPSH HT CO,18,12900,0,0,,,,,,,
CTM,870,103,100424144,PYJSHORT MC HT UNI EGRICAMOTORSPS,18,12900,0,0,,,,,,,
CTM,900,104,100424145,NUISETTE F/BRTL TRESSE AFMAYANU IMP,18,12500,0,0,,,,,,,
CTM,900,104,100424146,PYJSHORT SM HT IMP AFPACHAPSH COL R,18,13900,0,0,,,,,,,
CTM,900,104,100424148,LIQUET MC UNI SM IMP AFPACHALI COL,18,12900,0,0,,,,,,,
CTM,900,104,100424149,NUISETTE F/BRTL IMP AFDESSERTNU V,18,11500,0,0,,,,,,,
CTM,900,104,100424152,PYJSHORT F/BRTL HT UNI AFDESSERTPSH,18,15200,0,0,,,,,,,
CTM,900,104,100424153,LIQUET MC IMP COL RD OPP AFMINELI C,18,13500,0,0,,,,,,,
CTM,900,104,100424156,BIG T SHIRT MC UNI AFROCKABBIG IMP,18,8200,0,0,,,,,,,
CTM,900,104,100424157,BIG T SHIRT MC UNI AFCOMINGBIG IMP,18,8200,0,0,,,,,,,
CTM,900,104,100424170,BIG T SHIRT MC UNI AFBATEAUBIGGT CO,18,10500,0,0,,,,,,,
CTM,900,104,100424171,CHEM DE NUIT MC IMP AFMOUETTECN2GT,18,18500,0,0,,,,,,,
CTM,900,104,100424172,PYJ LG MC HT UNI AFLIBELLULEPYGT IM,18,20500,0,0,,,,,,,
CTM,900,104,100424174,PYJSHORT MC HT UNI AHTHINGSPSH COTO,18,15990,0,0,,,,,,,
CTM,900,104,100424175,PYJSHORT MC HT UNI AHCODEPSH COL RD,18,15990,0,0,,,,,,,
CTM,930,102,100424181,PANT A CRX OU RAY TISSE AHTHINGSTRO,18,10900,0,0,,,,,,,
CTM,930,102,100424182,PYJSHORT SM HT UNI AHARIZONAPDE IMP,18,13900,0,0,,,,,,,
CTM,930,102,100424183,PYJSHORT MC HT UNI AHUSFOOTPSH COL,18,14900,0,0,,,,,,,
CTM,900,104,100424185,CORSAIRE UNI IMP/CEINT AFSNAKECOR C,18,14900,0,0,,,,,,,
CTM,900,104,100424187,T SHIRT MC UNI COL V AV AFSNAKETMC,18,11500,0,0,,,,,,,
CTM,930,102,100424188,DEB UNI COL RD CONTRASTE AHRUNYDEB,18,9200,0,0,,,,,,,
CTM,930,102,100424189,SHORT UNI AV LIEN CONTRAS AHRUNYSHO,18,11500,0,0,,,,,,,
CTM,930,102,100424192,T SHIRT MC UNI AHRUNYTMC COL RD IMP,18,9590,0,0,,,,,,,
CTM,900,104,100466292,BIG TS MC RAY IMP AFBABYBIG2 COL RD,18,7850,0,0,,,,,,,
CTM,900,104,100466348,BIG TS MC FEM UNI AFCOCOBIG C RD IM,18,6950,0,0,,,,,,,
CTM,900,104,100466351,PYJ SHORT SM FEM AFDOODPSH HT UNI C,18,12300,0,0,,,,,,,
CTM,900,104,100466355,LIQUETTE MC IMP FEM AFGALALI C V UN,18,12300,0,0,,,,,,,
CTM,900,104,100466356,PYJ SHORT FEM AFGALAPSH F/BRTL HT U,18,13900,0,0,,,,,,,
CTM,900,104,100466359,PYJ SHORT MC FEM AFJAZZPSH HT UNI C,18,13900,0,0,,,,,,,
CTM,900,104,100466361,BIG TS SM UNI FEM AFJOLIEBIGGT C RD,18,7350,0,0,,,,,,,
CTM,900,104,100466364,LIQUETTE MC UNIE FEM AFKATELIGT CTM,18,13900,0,0,,,,,,,
CTM,900,104,100466369,BIG TS MC IMP FEM AFMARINIEREBIGGT,18,11590,0,0,,,,,,,
CTM,900,104,100466373,PYJ CORSAIRE MC FEM AFSUNNYPCO HT U,18,15450,0,0,,,,,,,
CTM,930,102,100466378,PYJ SHORT MC HOM AHBASEBALLPSH CTM,18,10900,0,0,,,,,,,
CTM,930,102,100466382,PYJ SHORT MC HOM AHMOTARPSH HT UNI,18,12300,0,0,,,,,,,
CTM,930,102,100466387,PYJ SHORT MC AHRLANIPSH1 HT RAY IMP,18,15450,0,0,,,,,,,
CTM,930,102,100466389,PYJ SHORT MC HOM AHWEEKPSH HT UNI C,18,10900,0,0,,,,,,,
CTM,930,102,100466393,PYJ LG ML BB FILL BF96010PY PRINCES,18,5290,0,0,,,,,,,
CTM,840,102,100466397,LIQUETTE MC IMP BB FILL BFFLORILI1,18,8590,0,0,,,,,,,
CTM,840,102,100466402,PYJ CORSAIRE BB FILL MC BFFLORIPCO,18,11690,0,0,,,,,,,
CTM,840,102,100466403,PYJ CORSAIRE MC BB FILL BFIMPAPCO C,18,11690,0,0,,,,,,,
CTM,840,102,100466405,LIQUETTE MC BB FILL BFLOVEBLI IMP C,18,9990,0,0,,,,,,,
CTM,840,102,100466406,PYJ SHORT SM BB FILL BFLOVEBPSH CTM,18,9990,0,0,,,,,,,
CTM,840,102,100466407,PYJ LEGGING MC BB FILL BFTENDRPL CT,18,11690,0,0,,,,,,,
CTM,840,102,100466408,PYJ SHORT MC BB GARC BGDARKZPSH1 CT,18,9200,0,0,,,,,,,
CTM,840,102,100466409,PYJ LONG MC BB GARC BGDARKZPY HT UN,18,10900,0,0,,,,,,,
CTM,840,102,100466410,PYJ SHORT MC BB GARC BGHAWAIPSH1 CT,18,9990,0,0,,,,,,,
CTM,840,102,100466411,PYJ SHORT MC BB GARC BGSHARKYPSH1N,18,9990,0,0,,,,,,,
CTM,840,102,100466412,PYJ SHORT MC BB GARC BGSUNCAPSH1 CT,18,9200,0,0,,,,,,,
CTM,840,102,100466413,PYJ SHORT MC BB GARC BGTIKIPSH HT I,18,9200,0,0,,,,,,,
CTM,870,103,100466414,LIQUETTE MC UNIE ENF FILL EFENDLI C,18,9200,0,0,,,,,,,
CTM,870,103,100466415,PYJ CORSAIRE MC ENF FILL EFPRINTPCO,18,12300,0,0,,,,,,,
CTM,870,103,100466416,PYJ SHORT SM ENF FILL EFPRINTPSH CT,18,10900,0,0,,,,,,,
CTM,870,103,100466417,LIQUETTE MC ENF FILL EFZIGLI SM IMP,18,9990,0,0,,,,,,,
CTM,870,103,100466418,PYJ SHORT MC ENF GARC EGCUPPSH IMP,18,8350,0,0,,,,,,,
CTM,870,103,100466419,PYJ SHORT MC ENF GARC EGDESERPSH1 C,18,10900,0,0,,,,,,,
CTM,870,103,100466420,PYJ SHORT MC ENF GARC EGRLUSAPSH CT,18,11690,0,0,,,,,,,
CTM,870,103,100466421,PYJ SHORT MC ENF GARC EGSUNSEPSH CT,18,10900,0,0,,,,,,,
CTM,870,103,100466422,PYJ SHORT MC ENF GARC EGTURNPSH2 CT,18,11690,0,0,,,,,,,
CTM,900,104,100466454,NUISETTE F/BRTL FEM AFENJOYNU UNIE,18,7990,0,0,,,,,,,
CTM,900,104,100466456,NUISETTE F/BRTL FEM AFMORENUB UNIE,18,5250,0,0,,,,,,,
CTM,840,102,100466462,PYJ LG ML BB FILL BARBIE BF96245PY,24,5290,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SLIP CULOTTE,100718380,SLIP BODY TOUCH DIM 3UY-NW SKIN T42,3,16950,0,12,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SLIP CULOTTE,100718381,SLIP BODY TOUCH DIM 3UY-NW SKIN T40,3,16950,0,12,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SLIP CULOTTE,100718382,SLIP BODY TOUCH DIM 3UY-NW SKIN T38,3,16950,0,12,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SLIP CULOTTE,100718383,SLIP BODY TOUCH DIM 3UY-NW SKIN T36,3,16950,0,12,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SLIP CULOTTE,100718392,SLIP DAILY DENTEL.DIM BLANC T46 MN,3,13350,0,18,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SLIP CULOTTE,100718393,SLIP DAILY DENTEL.DIM BLANC T44 MN,3,13350,0,18,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SLIP CULOTTE,100718394,SLIP DAILY DENTEL.DIM BLANC T42 MN,3,13350,0,18,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SLIP CULOTTE,100718395,SLIP DAILY DENTEL.DIM BLANC T40 MN,3,13350,0,18,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SLIP CULOTTE,100718396,SLIP DAILY DENTEL.DIM BLANC T38 MN,3,13350,0,18,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SLIP CULOTTE,100718435,SLIP*3 FEM SPL CO PLEXE BLANC T48,1,10500,0,18,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SLIP CULOTTE,100718436,SLIP FEM CHIC SLOGGI BLANC T48 MN,1,10500,0,18,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100339509,S.G AA GENEROUS DIM NOIR 100C,1,31950,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100381473,SG AA GENEROUS 4633731 95C NR DIM M,1,31950,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100424488,SG AA GENEROUS 4633699 100B NR DIM,1,31950,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100424489,SG AA GENEROUS 4633715 90C NR DIM M,1,31950,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100453139,SG SOFT CUP ECODIM BC 90C 1294654 M,2,17790,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100453141,SG SOFT CUP ECODIM BC 95B 1294612 M,1,17790,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100453144,SG SOFT CUP ECODIM BC 95C 1294671 M,1,17790,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100513233,SG AA GENEROUS 100B BC 4811972 DIM,1,28650,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540045,SG SOFT CUP ECODIM BC 90B 1294515 B,1,17790,7,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540080,SG ARM B.TOUCH DIM BLC 95C 4011240,1,29450,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540081,SG ARM B.TOUCH DIM BLC 90B 4011180,1,29450,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540082,SG ARM B.TOUCH DIM BLC 95D 4011340,1,29450,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540083,SG ARM B.TOUCH DIM BLC 90D 4011320,1,29450,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540084,SG ARM B.TOUCH DIM BLC 90C 4011220,1,29450,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540086,SG ARM B.TOUCH DIM BLC 95B 4011200,1,29450,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540217,SG AA GENER.DIM N.SKIN 90D 5009212,1,28650,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540218,SG AA GENER.ESS DIM BLC 90C 7260192,1,25350,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540221,SG AA GEN.ESS DIM BLC 90D 7260272,6,25350,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540227,SG AA GENE.ESS DIM BLC 100B 7260152,1,24350,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100540229,SG AA GENER.ESS DIM BLC 95C 7260213,1,25350,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100573764,SG AA GENEROUS DIM BC 90C 4812368 M,1,28650,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100583063,SG SA INVISIF DIM 95B 6537894 NR MN,1,27450,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100583065,SG SA INVISIF.DIM NR 90C 6537912 MN,1,27450,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100583066,SG AA INVISF DIM 95C NOIR 6537932,1,27450,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100583068,SG SA INVISF DIM 100B NOIR 6537953,1,27450,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100583070,SG SA INVIS DIM 95B NW SKIN 5129772,1,27450,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100583072,SG SA INVIS DIM 90C NW SKIN 5129791,1,27450,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100583092,SG SA INVIS DIM 95C NW SKIN 5129813,1,27450,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100583095,SG SOFT CUP 100B ECODIM BC 1294631,1,17790,7,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100598502,SG AA GENEROUS DIM 95B BC 4811873 M,1,28650,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100598503,SG AA GENEROUS DIM NR 85C 4633817 M,1,28650,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100598504,SG AA GENEROUS DIM NR 95B 4633679 M,1,28650,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100598505,SG AA GENEROUS ESS.95B DIM 4547254,1,25350,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100598512,SG AA GENEROUS DIM 5009051 95C N.SK,1,28650,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100598513,SG AA GENEROUS DIM 5008702 95B N.SK,1,28650,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100598537,SG SA INVISIF.DIM NR 85B 6537852 MN,1,27450,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100598538,SG SA INVISIF.DIM NR 90B 6537875 MN,1,27450,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100598539,SG SA INVISIF.DIM 85B 5129732 NW SK,1,27450,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100598540,SG SA INVISIF.DIM 90B 5129755 NW SK,1,27450,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100599345,SG AA GE.ESS DIM PE22 90B 4547232 B,1,25350,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100627778,SG SA OH MY DIM NOIR S 1889295,1,24250,1,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100627779,SG SA OH MY DIM NOIR M 1889316,1,24250,1,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100627780,SG SA OH MY DIM NOIR L 1889332,1,24250,1,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100627781,SG AA GENEROUS DIM NOIR 85B 4633632,1,28650,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100627782,SG AA GENEROUS DIM NOIR 90B 4633652,1,28650,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100627783,SG AA GENEROUS DIM 90B BC 4811469,1,28650,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100627784,SG AA GENEROUS DIM 85C BC 4812343,1,28650,2,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100627785,SG AA GENE. DIM N.SKIN 90B  5008684,1,28650,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100628578,SG AA GENEROUS DIM 95C BC 4812412 M,1,28650,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100628582,SG AA GENEROUS DIM 90D BC 4812524 M,1,28650,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100628597,SG AA GENEROUS N.SKIN 100B 5009012,1,31250,6,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100628598,SG AA GENEROUS N.SKIN 90C 5009071 D,1,28650,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100628615,SG AA GENEROUS 95C SKIN 5009095 DIM,1,31250,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660609,SG BRASSIERE BDOUX NUDE 34/36,3,17850,7,18,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660616,SG AA ARUM PLEXE SKIN 90C,3,21990,9,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660617,SG AA ARUM PLEXE SKIN 95C,3,21990,9,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660618,SG AA ARUM PLEXE SKIN 100C,3,21990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660619,SG AA ARUM PLEXE SKIN 90D,3,21990,9,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660620,SG AA ARUM PLEXE SKIN 95D,3,21990,7,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660621,SG AA ARUM PLEXE SKIN 100D,3,21990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660622,SG AA ARUM PLEXE BLC 90C,3,21990,10,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660623,SG AA ARUM PLEXE BLC 95C,3,21990,10,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660624,SG AA ARUM PLEXE BLC 100C,3,21990,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660625,SG AA ARUM PLEXE BLC 90D,3,21990,12,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660626,SG AA ARUM PLEXE BLC 95D,3,21990,10,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660627,SG AA ARUM PLEXE BLC 100D,3,21990,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660629,S.G OCEANE PLEXE POUDRE 100C,3,23990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660630,S.G OCEANE PLEXE POUDRE 90D,3,23990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660631,S.G OCEANE PLEXE POUDRE 95D,3,23990,7,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660632,S.G OCEANE PLEXE POUDRE 100D,3,23990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660633,SG AA ELISE PLEXE BLEU MRN 90C,3,21990,9,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660634,SG AA ELISE PLEXE BLEU MRN 95C,3,21990,9,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660635,SG AA ELISE PLEXE BLEU MRN100C,3,21990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660636,SG AA ELISE PLEXE BLEU MRN 90D,3,21990,7,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660637,SG AA ELISE PLEXE BLEU MRN 95D,3,21990,4,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660638,SG AA ELISE PLEXE BLEU MRN100D,3,21990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660639,SG AA ARUM PLEXE NOIR 95C,3,21990,9,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660640,SG AA ARUM PLEXE NOIR 100C,3,21990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660641,SG AA ARUM PLEXE NOIR 90D,3,21990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660642,SG AA ARUM PLEXE NOIR 95D,3,21990,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660643,SG AA ARUM PLEXE NOIR 100D,3,21990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660644,SG AA ARUM PLEXE NOIR 90C,3,21990,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660645,SG AA GENER.DIM RED WINE 90B,1,31990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660646,SG AA GENER.DIM RED WINE 95B,1,31990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660647,SG AA GENER.DIM RED WINE 100B,1,31990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660648,SG AA GENER.DIM RED WINE 90C,1,31990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660649,SG AA GENER.DIM RED WINE 95C,1,31990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660650,SG AA GENER.DIM RED WINE 90D,1,31990,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660651,S.G ARUM PLEXE RUBAN BL 90C,3,21990,6,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660652,S.G ARUM PLEXE RUBAN BL 95C,3,21990,6,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660661,SG AA COMP.PLEXE IMP POIS 90C,3,20250,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660662,SG AA COMP.PLEXE IMP POIS 95C,3,20250,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100660664,SG AA COMP.PLEXE IMP POIS 90D,3,20250,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670476,SG AA GENER.DIM RETRO DSY 90B,1,28650,7,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670477,SG AA GENER.DIM RETRO DSY 95B,1,28650,7,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670478,SG AA GENER.DIM RETRO DSY 100B,1,28650,7,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670479,SG AA GENER.DIM RETRO DSY 90C,1,28650,7,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670480,SG AA GENER.DIM RETRO DSY 95C,1,28650,10,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670481,SG AA GENER.DIM RETRO DSY 90D,1,28650,7,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670482,SG AA GENER DIM CLASS.DOT 90B,1,28650,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670483,SG AA GENER DIM CLASS.DOT 95B,1,28650,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670484,SG AA GENER DIM CLASS.DOT 100B,1,28650,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670485,SG AA GENER DIM CLASS.DOT 90C,1,28650,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670486,SG AA GENER DIM CLASS.DOT 95C,1,28650,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100670487,SG AA GENER DIM CLASS.DOT 90D,1,28650,0,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100687121,SG BRASSIERE COQ. S.A 34/36 NR BDOU,3,17850,6,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100687124,SG ARM BDOUX 90B CAMOUF GRAC.POP MN,3,22100,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100687125,SG ARM BDOUX 90C CAMOUF GRAC.POP MN,3,22100,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100687126,SG ARM BDOUX 95B CAMOUF GRAC.POP MN,3,22100,3,0,,,,,,,
U MARQUE NATIONALE,LINGERIE DAME,SOUTIEN GORGE,100687127,SG ARM BDOUX 95C CAMOUF GRAC.POP MN,3,22100,3,0,,,,,,,
